sample_name,grp
sam1797,1
sam1912,1
sam2307,1
sam2554,1
sam2801,1
sam4087,0
sam4128,1
sam825,1
sam4734,0
sam3179,0
sam3402,0
sam1390,0
sam3565,1
sam4877,1
sam885,0
sam3806,1
sam1608,1
sam1595,1
sam772,1
sam2612,1
sam4662,0
sam2274,1
sam1869,0
sam1086,0
sam11,0
sam3612,0
sam1326,1
sam3391,0
sam1464,1
sam807,1
sam4261,1
sam3986,1
sam3772,0
sam2109,0
sam4236,1
sam4957,1
sam2235,0
sam3212,0
sam964,0
sam3416,0
sam3754,0
sam399,1
sam2633,1
sam4852,1
sam2997,1
sam705,1
sam432,1
sam293,0
sam4868,1
sam146,0
sam4394,0
sam2034,0
sam4284,0
sam1166,0
sam3501,0
sam2051,1
sam2625,1
sam4379,0
sam340,1
sam3880,1
sam4633,1
sam2974,0
sam266,0
sam2425,0
sam1263,1
sam1772,0
sam3512,0
sam272,0
sam697,1
sam748,1
sam245,1
sam318,0
sam477,1
sam2033,0
sam958,1
sam3817,1
sam814,0
sam4533,1
sam1915,1
sam4603,0
sam3488,1
sam1298,1
sam4031,0
sam1805,0
sam759,0
sam251,0
sam2462,0
sam546,0
sam3242,0
sam739,1
sam311,0
sam3781,1
sam2942,0
sam1132,1
sam1450,0
sam4920,1
sam16,1
sam3233,0
sam2770,0
sam3469,0
sam921,1
sam3030,0
sam1373,1
sam3588,0
sam2545,1
sam3599,0
sam39,1
sam364,1
sam4102,1
sam183,1
sam3034,0
sam2984,0
sam1195,1
sam2853,1
sam4543,0
sam1122,1
sam2236,0
sam2668,0
sam3700,0
sam3224,1
sam1183,0
sam4185,0
sam4294,0
sam615,0
sam4909,1
sam1467,0
sam402,1
sam3043,1
sam935,1
sam2420,0
sam4861,1
sam4911,0
sam2642,1
sam4018,1
sam727,1
sam827,1
sam1522,0
sam4857,1
sam2931,1
sam137,0
sam3591,0
sam629,1
sam335,1
sam391,1
sam4388,0
sam4905,0
sam3833,0
sam1818,1
sam401,0
sam711,1
sam1040,1
sam3990,0
sam3360,0
sam47,0
sam1562,1
sam4800,1
sam3643,1
sam3727,1
sam4983,0
sam1113,1
sam2514,0
sam3609,0
sam1224,0
sam4061,1
sam3024,1
sam2422,1
sam1509,0
sam1751,0
sam4838,1
sam4097,0
sam1800,0
sam339,0
sam216,1
sam3664,0
sam1342,0
sam12,1
sam1521,0
sam3641,0
sam3938,0
sam4428,0
sam3005,0
sam2865,1
sam3116,0
sam4841,1
sam2323,0
sam2572,0
sam2914,0
sam102,0
sam3550,0
sam1459,0
sam172,0
sam108,0
sam4197,0
sam3570,1
sam4992,0
sam4296,0
sam4064,1
sam3862,1
sam4123,1
sam4630,0
sam61,1
sam1241,0
sam4638,0
sam1041,0
sam4188,1
sam2761,1
sam2121,1
sam1525,1
sam3522,1
sam154,0
sam2249,1
sam482,0
sam4234,0
sam4306,0
sam3579,1
sam4126,1
sam3563,0
sam3316,1
sam1763,0
sam3539,0
sam4804,1
sam751,1
sam3620,0
sam1786,1
sam4271,0
sam3384,1
sam4349,1
sam406,1
sam758,0
sam2712,1
sam2671,0
sam3984,1
sam98,0
sam1334,0
sam4452,1
sam2792,0
sam2855,0
sam187,0
sam4004,0
sam2724,0
sam3584,1
sam2059,0
sam1320,0
sam149,1
sam29,1
sam4141,0
sam4010,1
sam3364,1
sam693,0
sam2867,1
sam3777,0
sam1387,0
sam1846,0
sam4731,1
sam130,0
sam1600,1
sam3630,1
sam4504,0
sam702,0
sam3983,1
sam3029,0
sam2970,1
sam4357,1
sam1709,1
sam2954,0
sam455,1
sam2869,1
sam2041,1
sam1773,0
sam2316,0
sam610,1
sam168,0
sam731,1
sam4249,0
sam3359,1
sam2075,0
sam4040,0
sam3701,1
sam1623,0
sam588,1
sam1402,0
sam3046,1
sam3225,0
sam1701,1
sam3089,0
sam4391,1
sam2982,1
sam41,0
sam1380,0
sam2090,0
sam2176,1
sam3218,0
sam2886,0
sam75,1
sam3910,1
sam4965,0
sam2658,1
sam3181,0
sam2077,1
sam442,1
sam4052,1
sam2052,1
sam2542,0
sam3307,1
sam1302,1
sam1782,1
sam4815,1
sam3431,0
sam1305,0
sam237,0
sam2600,0
sam521,0
sam2574,1
sam3281,0
sam3187,0
sam2769,0
sam736,1
sam4704,1
sam4930,0
sam2107,1
sam2680,1
sam3230,0
sam2762,1
sam593,0
sam1304,1
sam1388,0
sam4696,1
sam4527,1
sam3948,1
sam1891,0
sam2988,1
sam4925,0
sam3298,0
sam905,1
sam4610,0
sam1280,1
sam934,1
sam4900,1
sam2309,0
sam1556,1
sam4534,1
sam3191,1
sam4442,1
sam707,0
sam4691,1
sam3071,0
sam746,0
sam3595,1
sam1940,1
sam4401,0
sam2863,0
sam3997,0
sam514,1
sam82,0
sam4977,1
sam1309,0
sam4615,0
sam915,0
sam3453,0
sam3696,0
sam4805,1
sam3157,1
sam2199,0
sam4233,0
sam775,1
sam330,1
sam2055,0
sam2002,0
sam944,1
sam823,1
sam4528,1
sam910,0
sam2517,1
sam182,0
sam165,1
sam1524,0
sam452,1
sam2539,0
sam4138,1
sam4776,0
sam1312,1
sam3150,1
sam1112,0
sam4548,1
sam4086,0
sam3490,1
sam1288,0
sam4178,1
sam4646,1
sam3681,0
sam4512,0
sam4169,0
sam3301,0
sam3311,1
sam4557,1
sam3126,0
sam328,1
sam1791,1
sam2491,0
sam2007,1
sam2008,1
sam1859,1
sam4686,0
sam313,0
sam833,0
sam3080,1
sam4718,0
sam3463,1
sam1202,0
sam4392,1
sam3548,0
sam4923,0
sam2135,0
sam3452,0
sam2210,0
sam1902,0
sam1482,1
sam778,1
sam800,1
sam3715,0
sam3943,0
sam55,0
sam2973,1
sam3336,1
sam1921,1
sam3716,1
sam4647,0
sam947,1
sam1702,1
sam3294,0
sam2162,0
sam1137,0
sam988,0
sam2550,0
sam194,1
sam3058,1
sam3247,0
sam1395,1
sam2638,0
sam769,1
sam4703,0
sam3091,1
sam3496,1
sam3216,0
sam286,1
sam4939,0
sam429,0
sam4449,1
sam2333,0
sam2718,1
sam2080,0
sam3390,0
sam723,1
sam952,0
sam4384,0
sam4367,1
sam2263,1
sam990,1
sam3213,0
sam1760,1
sam4580,1
sam327,1
sam2609,1
sam1384,1
sam1725,0
sam1087,0
sam2524,0
sam342,0
sam3702,1
sam148,0
sam689,1
sam3433,0
sam1108,1
sam849,1
sam967,0
sam4728,1
sam1493,0
sam3954,0
sam2204,0
sam2714,0
sam662,0
sam1003,0
sam63,1
sam285,0
sam2225,1
sam4707,1
sam1880,1
sam3573,1
sam4858,1
sam1204,0
sam1991,0
sam25,0
sam4853,1
sam4103,0
sam4168,1
sam763,0
sam876,1
sam4743,1
sam939,1
sam2688,0
sam3601,1
sam2395,1
sam4568,0
sam4981,1
sam4125,0
sam4565,0
sam386,0
sam3878,0
sam4371,0
sam4570,0
sam537,1
sam2292,1
sam4666,1
sam3875,1
sam937,1
sam3738,1
sam4729,0
sam2361,1
sam3508,1
sam202,0
sam3209,0
sam1333,1
sam3017,1
sam3503,1
sam2709,1
sam4022,0
sam1855,1
sam4470,1
sam2873,1
sam3031,0
sam1206,0
sam1646,0
sam3418,1
sam3477,0
sam2862,1
sam1793,1
sam3798,1
sam3369,0
sam3368,1
sam3534,0
sam3450,1
sam604,0
sam3057,1
sam4532,1
sam127,0
sam3877,1
sam2936,1
sam3532,1
sam2731,1
sam828,1
sam1640,1
sam985,0
sam3282,1
sam4972,0
sam2189,1
sam4613,0
sam2444,1
sam363,0
sam2350,1
sam346,1
sam815,1
sam3206,1
sam4161,0
sam4796,1
sam3326,0
sam4107,1
sam2117,1
sam1835,0
sam794,0
sam4947,0
sam2675,0
sam95,1
sam3757,1
sam2892,1
sam2372,1
sam4150,0
sam4433,0
sam3229,1
sam2854,1
sam2913,0
sam1866,1
sam1858,1
sam2646,0
sam2244,1
sam2337,1
sam951,0
sam3069,1
sam1121,0
sam2598,0
sam2205,1
sam420,1
sam923,0
sam1255,1
sam478,1
sam2036,0
sam1203,1
sam2627,1
sam4819,0
sam1971,0
sam3111,0
sam4019,1
sam2152,1
sam3688,1
sam1998,1
sam4034,1
sam3055,0
sam1249,0
sam2193,0
sam2713,0
sam993,0
sam2191,0
sam3763,0
sam3598,1
sam1319,0
sam1864,0
sam2344,0
sam2450,0
sam2137,1
sam1066,1
sam4961,0
sam2622,0
sam78,0
sam2899,0
sam1315,1
sam4373,0
sam873,1
sam3851,0
sam4788,1
sam2966,1
sam3392,1
sam2561,0
sam4897,0
sam2636,1
sam3531,0
sam376,0
sam1909,0
sam4333,1
sam4380,0
sam4028,0
sam1605,1
sam1119,0
sam3678,1
sam3491,0
sam4865,1
sam2959,1
sam1995,0
sam4956,1
sam4356,0
sam2377,1
sam1343,0
sam321,0
sam1620,0
sam3714,0
sam2061,0
sam2220,1
sam1674,0
sam261,1
sam4418,1
sam2040,0
sam902,1
sam3745,1
sam2027,0
sam1918,0
sam1829,1
sam1574,1
sam4395,1
sam4209,1
sam225,1
sam724,0
sam4486,1
sam1142,0
sam2763,0
sam847,0
sam2552,1
sam2929,0
sam118,1
sam646,0
sam4,0
sam4171,0
sam468,1
sam6,1
sam920,0
sam2596,0
sam1064,1
sam2591,0
sam243,1
sam1161,1
sam2871,0
sam3736,0
sam2398,1
sam3518,0
sam3422,0
sam2564,0
sam1606,1
sam4829,0
sam2325,0
sam2710,0
sam4399,1
sam1313,0
sam3449,1
sam3813,0
sam4656,0
sam2363,1
sam1976,0
sam3515,0
sam1762,1
sam2740,1
sam4845,0
sam2473,0
sam4008,0
sam1494,1
sam4207,1
sam2159,1
sam1170,0
sam4517,1
sam233,1
sam67,0
sam1604,1
sam3284,0
sam3597,1
sam126,0
sam1297,0
sam1977,1
sam4518,1
sam4482,1
sam2076,1
sam3087,1
sam4346,0
sam3346,1
sam4465,0
sam2798,1
sam919,1
sam1647,1
sam365,1
sam3288,1
sam2126,1
sam4124,1
sam526,0
sam56,1
sam639,0
sam303,1
sam2767,0
sam1277,0
sam2056,1
sam3645,1
sam4144,0
sam2879,0
sam4203,0
sam2287,1
sam2262,0
sam2297,0
sam1754,1
sam1969,0
sam4352,0
sam3118,0
sam2394,1
sam524,0
sam3901,1
sam3123,1
sam4157,1
sam1970,1
sam672,1
sam4189,0
sam667,0
sam4339,1
sam1888,1
sam3267,0
sam281,1
sam1720,0
sam2948,0
sam900,1
sam4851,1
sam761,0
sam1907,0
sam4043,1
sam3824,1
sam4139,0
sam3819,0
sam4301,0
sam2594,0
sam4165,0
sam3032,1
sam3580,0
sam2833,0
sam3473,1
sam138,1
sam2181,1
sam2129,0
sam3178,1
sam4368,1
sam4262,1
sam4345,0
sam1332,1
sam2018,0
sam2483,1
sam1359,1
sam1330,1
sam2151,1
sam2123,0
sam3982,1
sam1253,1
sam3279,1
sam3375,0
sam2815,0
sam1849,0
sam3038,1
sam389,1
sam236,1
sam1078,1
sam1985,1
sam4364,0
sam3963,1
sam771,1
sam2166,0
sam674,0
sam250,0
sam1575,1
sam3420,0
sam2082,0
sam1824,1
sam717,1
sam4669,0
sam2049,0
sam4179,0
sam2725,0
sam4522,0
sam1461,0
sam1669,1
sam2757,1
sam2001,1
sam405,1
sam385,1
sam4536,0
sam2153,0
sam1634,1
sam4587,0
sam3926,1
sam4159,0
sam224,1
sam2194,1
sam3137,0
sam1825,1
sam4601,1
sam798,1
sam2872,0
sam10,0
sam1945,0
sam1839,1
sam256,0
sam4509,0
sam1582,1
sam2957,1
sam925,1
sam4430,0
sam2509,1
sam3776,0
sam4137,1
sam2780,0
sam540,0
sam2746,0
sam4499,0
sam4572,1
sam1146,1
sam668,1
sam3020,1
sam358,1
sam2832,1
sam2784,0
sam1354,1
sam471,0
sam2704,1
sam3331,0
sam3638,1
sam1397,1
sam3585,1
sam4487,0
sam3377,0
sam1257,1
sam3513,1
sam1251,0
sam4808,1
sam4299,1
sam3285,1
sam2934,1
sam4176,1
sam1853,1
sam4870,1
sam2106,1
sam134,1
sam929,1
sam824,0
sam4544,0
sam1532,0
sam1215,1
sam505,0
sam4286,0
sam1997,0
sam3073,1
sam1959,1
sam1385,0
sam895,0
sam456,0
sam4880,1
sam3710,0
sam4619,1
sam4269,0
sam3523,1
sam4135,1
sam3603,0
sam714,0
sam4187,1
sam2215,0
sam2924,1
sam1811,1
sam3487,1
sam3142,1
sam1828,1
sam1156,1
sam1325,0
sam4313,1
sam511,1
sam1681,1
sam500,0
sam4537,0
sam1857,0
sam1389,0
sam3720,1
sam2387,1
sam3237,1
sam1541,1
sam1218,0
sam2682,0
sam2994,1
sam1192,0
sam1543,1
sam3302,0
sam3325,0
sam2540,1
sam954,0
sam4331,1
sam733,1
sam1157,0
sam3295,1
sam2983,1
sam2157,1
sam1063,1
sam2617,1
sam1168,1
sam3223,1
sam3637,0
sam2939,1
sam4492,1
sam3141,1
sam144,1
sam3578,0
sam2783,0
sam718,0
sam1820,0
sam2503,0
sam4361,1
sam4172,0
sam396,1
sam4837,0
sam4493,1
sam1366,0
sam4559,0
sam596,0
sam3953,1
sam2915,1
sam2327,1
sam3767,1
sam3441,0
sam3852,0
sam4133,0
sam4592,1
sam2144,0
sam1572,1
sam4080,0
sam1123,0
sam2787,1
sam2968,1
sam2505,0
sam3466,0
sam676,0
sam2809,1
sam3349,1
sam729,0
sam413,1
sam3147,1
sam1517,1
sam826,0
sam3268,0
sam3975,0
sam617,1
sam115,0
sam418,0
sam3070,0
sam1626,0
sam4951,1
sam4186,0
sam2897,1
sam4672,1
sam2083,0
sam754,0
sam2547,0
sam3970,1
sam3374,0
sam4108,1
sam2445,0
sam4381,1
sam1067,0
sam3914,0
sam3499,1
sam2739,1
sam4001,0
sam1569,0
sam2428,0
sam3747,1
sam4640,1
sam1688,1
sam852,1
sam3547,1
sam896,0
sam4593,0
sam336,1
sam2840,1
sam3088,0
sam1349,1
sam1016,0
sam2817,0
sam1632,0
sam2490,1
sam3731,0
sam3252,0
sam4635,1
sam2071,1
sam4453,0
sam4883,0
sam1636,0
sam2480,1
sam2266,1
sam2960,1
sam4732,0
sam3060,1
sam2142,1
sam3119,1
sam4726,0
sam4046,0
sam3357,1
sam2745,0
sam3507,1
sam1680,0
sam4250,1
sam3148,1
sam2295,0
sam581,0
sam1471,1
sam4071,1
sam3344,0
sam4584,1
sam3673,1
sam560,1
sam2850,1
sam513,0
sam1082,1
sam1665,1
sam1013,0
sam1932,0
sam1151,1
sam2839,0
sam117,0
sam741,1
sam4807,1
sam3676,1
sam831,1
sam120,0
sam4854,0
sam4739,0
sam636,0
sam4466,0
sam4365,1
sam4143,1
sam992,0
sam877,1
sam5,1
sam3052,0
sam3125,1
sam2661,0
sam2492,0
sam3855,1
sam1716,0
sam1149,0
sam3262,1
sam575,1
sam3770,0
sam3737,1
sam4147,1
sam854,1
sam1983,0
sam2775,1
sam1167,1
sam972,0
sam2702,1
sam4496,0
sam3848,1
sam2369,1
sam4116,0
sam4132,0
sam2951,0
sam525,1
sam2456,1
sam1842,0
sam538,0
sam2807,0
sam4342,0
sam3176,1
sam785,0
sam4058,1
sam1410,1
sam2538,0
sam155,1
sam3010,0
sam1687,1
sam2902,0
sam4950,0
sam3864,1
sam2734,0
sam1896,0
sam570,1
sam1817,0
sam2066,0
sam128,0
sam3395,0
sam3328,0
sam4987,0
sam2976,0
sam981,1
sam2301,1
sam191,1
sam1140,1
sam700,1
sam4781,1
sam607,1
sam4277,1
sam302,0
sam3421,1
sam4821,0
sam1061,0
sam2566,1
sam4995,1
sam1070,0
sam2525,1
sam2206,0
sam1244,0
sam17,1
sam3121,1
sam4643,0
sam816,1
sam3068,1
sam4785,1
sam960,1
sam226,1
sam3355,1
sam2486,1
sam563,1
sam3437,0
sam1694,0
sam1046,1
sam3447,0
sam4566,0
sam955,1
sam4986,0
sam2736,1
sam4904,0
sam4736,1
sam4824,0
sam1219,1
sam1528,0
sam3988,1
sam1301,1
sam4892,1
sam161,0
sam4068,0
sam957,1
sam3792,0
sam3235,1
sam2870,1
sam3778,1
sam4434,0
sam2962,1
sam2201,1
sam99,1
sam2558,0
sam3184,1
sam254,1
sam3924,0
sam4200,1
sam1446,0
sam1649,0
sam4683,0
sam4724,0
sam3992,0
sam1697,0
sam3192,1
sam4500,1
sam1155,0
sam2256,0
sam1683,0
sam3171,1
sam2057,1
sam4091,0
sam3109,1
sam4549,0
sam3724,1
sam2050,1
sam3644,1
sam4928,1
sam624,1
sam263,0
sam3370,1
sam4062,1
sam1803,0
sam4737,1
sam4993,0
sam2386,1
sam1960,1
sam2977,1
sam489,1
sam1844,1
sam1735,1
sam2912,0
sam3220,1
sam147,0
sam1987,0
sam1370,0
sam2812,1
sam660,0
sam1795,0
sam2512,1
sam3398,0
sam4283,0
sam1148,0
sam3273,1
sam609,1
sam3583,0
sam1931,1
sam198,0
sam2932,0
sam2328,0
sam4390,0
sam767,0
sam4497,0
sam4219,1
sam3256,1
sam203,0
sam3511,1
sam1734,1
sam2778,0
sam1708,0
sam3475,0
sam855,1
sam4738,0
sam4098,1
sam2161,1
sam699,0
sam4948,1
sam3000,0
sam3697,0
sam1637,1
sam3458,1
sam3582,0
sam1292,0
sam4660,0
sam1854,1
sam3764,0
sam3305,0
sam4913,1
sam3744,0
sam3446,0
sam1999,1
sam664,0
sam4780,1
sam3749,1
sam4414,1
sam4745,1
sam710,1
sam1283,1
sam2676,0
sam4030,1
sam1307,0
sam2238,1
sam3303,1
sam2039,1
sam1530,0
sam1664,1
sam4935,0
sam4954,0
sam3628,0
sam2694,0
sam3061,1
sam1598,0
sam2730,0
sam2626,0
sam3158,1
sam3315,0
sam1723,0
sam1060,0
sam4637,1
sam3243,0
sam1679,0
sam1758,1
sam4192,0
sam564,1
sam2791,1
sam864,0
sam1485,1
sam207,0
sam4489,0
sam871,0
sam4494,1
sam503,1
sam1029,0
sam3841,1
sam2691,1
sam1571,0
sam2774,0
sam2732,0
sam805,0
sam3646,1
sam2455,0
sam4599,0
sam3105,0
sam4876,0
sam201,0
sam3100,1
sam2279,1
sam3562,0
sam4475,0
sam4515,0
sam392,1
sam1496,1
sam2696,0
sam2028,1
sam2569,0
sam65,1
sam3885,0
sam2063,1
sam493,1
sam380,1
sam4860,1
sam3994,1
sam4888,1
sam1077,0
sam879,0
sam338,0
sam1017,0
sam1276,0
sam3799,1
sam4552,0
sam3343,0
sam4912,1
sam996,1
sam1982,0
sam4298,1
sam162,0
sam4799,1
sam1501,0
sam3844,0
sam2614,1
sam3462,1
sam1022,1
sam3074,0
sam3944,0
sam1586,0
sam1956,0
sam3153,1
sam35,1
sam4015,1
sam776,0
sam2557,0
sam1479,0
sam1364,0
sam2613,0
sam2825,1
sam2042,0
sam242,1
sam2062,1
sam2364,1
sam601,1
sam2436,0
sam2889,0
sam647,1
sam3891,0
sam3557,1
sam3203,0
sam1529,1
sam1268,0
sam1900,1
sam4659,0
sam3006,0
sam2735,0
sam190,1
sam1807,0
sam976,1
sam2748,0
sam2048,0
sam2559,0
sam1083,1
sam475,1
sam2905,0
sam4844,0
sam4118,1
sam3386,1
sam4556,0
sam1185,0
sam2434,1
sam2392,1
sam770,0
sam1686,1
sam131,1
sam2920,1
sam3172,0
sam3445,1
sam4427,1
sam467,1
sam3093,1
sam3773,0
sam861,1
